,flower,datetime,image,label
22599,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:30 AM,03+04.07.18_4982033_pos3_kurz/170MEDIA/Y0160041.jpg,0
22788,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:32 AM,03+04.07.18_4982033_pos3_kurz/170MEDIA/Y0160230.jpg,0
24423,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:48 AM,03+04.07.18_4982033_pos3_kurz/171MEDIA/Y0160865.jpg,0
22135,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:26 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160664.jpg,0
24567,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:50 AM,03+04.07.18_4982033_pos3_kurz/172MEDIA/Y0160009.jpg,0
23639,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:40 AM,03+04.07.18_4982033_pos3_kurz/171MEDIA/Y0160081.jpg,0
22145,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:26 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160674.jpg,1
22213,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:26 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160742.jpg,1
22256,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:27 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160785.jpg,1
22261,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:27 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160790.jpg,1
22157,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:26 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160686.jpg,1
22263,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:27 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160792.jpg,1
22148,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:26 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160677.jpg,1
22249,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:27 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160778.jpg,1
22193,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:26 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160722.jpg,1
22235,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:27 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160764.jpg,1
22167,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:26 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160696.jpg,1
22161,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:26 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160690.jpg,1
22204,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:26 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160733.jpg,1
22259,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:27 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160788.jpg,1
22192,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:26 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160721.jpg,1
22219,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:27 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160748.jpg,1
22150,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:26 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160679.jpg,1
22222,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:27 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160751.jpg,1
22258,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:27 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160787.jpg,1
22253,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:27 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160782.jpg,1
26862,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:39 AM,03+04.07.18_4982033_pos3_kurz/174MEDIA/Y0170304.jpg,0
25707,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:28 AM,03+04.07.18_4982033_pos3_kurz/173MEDIA/Y0170149.jpg,0
26984,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:41 AM,03+04.07.18_4982033_pos3_kurz/174MEDIA/Y0170426.jpg,0
27036,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:41 AM,03+04.07.18_4982033_pos3_kurz/174MEDIA/Y0170478.jpg,0
25823,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:29 AM,03+04.07.18_4982033_pos3_kurz/173MEDIA/Y0170265.jpg,0
25699,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:28 AM,03+04.07.18_4982033_pos3_kurz/173MEDIA/Y0170141.jpg,0
26047,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:31 AM,03+04.07.18_4982033_pos3_kurz/173MEDIA/Y0170489.jpg,0
25641,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:27 AM,03+04.07.18_4982033_pos3_kurz/173MEDIA/Y0170083.jpg,0
25271,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:24 AM,03+04.07.18_4982033_pos3_kurz/172MEDIA/Y0170713.jpg,0
27352,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:44 AM,03+04.07.18_4982033_pos3_kurz/174MEDIA/Y0170794.jpg,0
27668,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:47 AM,03+04.07.18_4982033_pos3_kurz/175MEDIA/Y0170110.jpg,0
25775,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:29 AM,03+04.07.18_4982033_pos3_kurz/173MEDIA/Y0170217.jpg,0
27017,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:41 AM,03+04.07.18_4982033_pos3_kurz/174MEDIA/Y0170459.jpg,0
25705,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:28 AM,03+04.07.18_4982033_pos3_kurz/173MEDIA/Y0170147.jpg,0
25878,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:30 AM,03+04.07.18_4982033_pos3_kurz/173MEDIA/Y0170320.jpg,0
27245,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:43 AM,03+04.07.18_4982033_pos3_kurz/174MEDIA/Y0170687.jpg,0
26867,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:39 AM,03+04.07.18_4982033_pos3_kurz/174MEDIA/Y0170309.jpg,0
27031,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:41 AM,03+04.07.18_4982033_pos3_kurz/174MEDIA/Y0170473.jpg,0
25933,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:30 AM,03+04.07.18_4982033_pos3_kurz/173MEDIA/Y0170375.jpg,0
25663,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:27 AM,03+04.07.18_4982033_pos3_kurz/173MEDIA/Y0170105.jpg,0
25035,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:21 AM,03+04.07.18_4982033_pos3_kurz/172MEDIA/Y0170477.jpg,1
25204,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:23 AM,03+04.07.18_4982033_pos3_kurz/172MEDIA/Y0170646.jpg,1
27572,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:47 AM,03+04.07.18_4982033_pos3_kurz/175MEDIA/Y0170014.jpg,1
24995,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:21 AM,03+04.07.18_4982033_pos3_kurz/172MEDIA/Y0170437.jpg,1
26757,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:38 AM,03+04.07.18_4982033_pos3_kurz/174MEDIA/Y0170199.jpg,1
27377,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:45 AM,03+04.07.18_4982033_pos3_kurz/174MEDIA/Y0170819.jpg,1
26233,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:33 AM,03+04.07.18_4982033_pos3_kurz/173MEDIA/Y0170675.jpg,1
27397,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:45 AM,03+04.07.18_4982033_pos3_kurz/174MEDIA/Y0170839.jpg,1
27326,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:44 AM,03+04.07.18_4982033_pos3_kurz/174MEDIA/Y0170768.jpg,1
26628,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:37 AM,03+04.07.18_4982033_pos3_kurz/174MEDIA/Y0170070.jpg,1
26136,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:32 AM,03+04.07.18_4982033_pos3_kurz/173MEDIA/Y0170578.jpg,1
26154,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:32 AM,03+04.07.18_4982033_pos3_kurz/173MEDIA/Y0170596.jpg,1
25180,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:23 AM,03+04.07.18_4982033_pos3_kurz/172MEDIA/Y0170622.jpg,1
24845,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:19 AM,03+04.07.18_4982033_pos3_kurz/172MEDIA/Y0170287.jpg,1
24936,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:20 AM,03+04.07.18_4982033_pos3_kurz/172MEDIA/Y0170378.jpg,1
25090,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:22 AM,03+04.07.18_4982033_pos3_kurz/172MEDIA/Y0170532.jpg,1
26350,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:34 AM,03+04.07.18_4982033_pos3_kurz/173MEDIA/Y0170792.jpg,1
24892,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:20 AM,03+04.07.18_4982033_pos3_kurz/172MEDIA/Y0170334.jpg,1
27281,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:44 AM,03+04.07.18_4982033_pos3_kurz/174MEDIA/Y0170723.jpg,1
25385,03+04.07.18_4982033_pos3_kurz-2018-04-07,04/07/18 09:25 AM,03+04.07.18_4982033_pos3_kurz/172MEDIA/Y0170827.jpg,1
28300,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:03 AM,19+20.06.18_4237688_pos5_kurz/138MEDIA/Y0090750.jpg,0
30398,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:24 AM,19+20.06.18_4237688_pos5_kurz/140MEDIA/Y0090687.jpg,0
30318,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:23 AM,19+20.06.18_4237688_pos5_kurz/140MEDIA/Y0090607.jpg,0
29538,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:15 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090827.jpg,0
29148,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:11 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090437.jpg,0
27806,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 09:58 AM,19+20.06.18_4237688_pos5_kurz/138MEDIA/Y0090256.jpg,0
28536,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:05 AM,19+20.06.18_4237688_pos5_kurz/138MEDIA/Y0090986.jpg,0
29704,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:17 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090993.jpg,0
29576,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:16 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090865.jpg,0
29034,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:10 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090323.jpg,0
27718,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 09:57 AM,19+20.06.18_4237688_pos5_kurz/138MEDIA/Y0090168.jpg,0
30328,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:23 AM,19+20.06.18_4237688_pos5_kurz/140MEDIA/Y0090617.jpg,0
30412,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:24 AM,19+20.06.18_4237688_pos5_kurz/140MEDIA/Y0090701.jpg,0
29698,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:17 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090987.jpg,0
29394,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:14 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090683.jpg,0
29491,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:15 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090780.jpg,0
29504,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:15 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090793.jpg,0
27730,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 09:57 AM,19+20.06.18_4237688_pos5_kurz/138MEDIA/Y0090180.jpg,0
28527,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:05 AM,19+20.06.18_4237688_pos5_kurz/138MEDIA/Y0090977.jpg,0
30088,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:21 AM,19+20.06.18_4237688_pos5_kurz/140MEDIA/Y0090377.jpg,0
29223,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:12 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090512.jpg,1
28372,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:04 AM,19+20.06.18_4237688_pos5_kurz/138MEDIA/Y0090822.jpg,1
28823,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:08 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090112.jpg,1
28670,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:07 AM,19+20.06.18_4237688_pos5_kurz/138MEDIA/Y0091120.jpg,1
29424,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:14 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090713.jpg,1
28729,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:07 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090018.jpg,1
28884,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:09 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090173.jpg,1
29234,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:12 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090523.jpg,1
29257,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:13 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090546.jpg,1
28821,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:08 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090110.jpg,1
28265,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:03 AM,19+20.06.18_4237688_pos5_kurz/138MEDIA/Y0090715.jpg,1
28618,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:06 AM,19+20.06.18_4237688_pos5_kurz/138MEDIA/Y0091068.jpg,1
29950,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:19 AM,19+20.06.18_4237688_pos5_kurz/140MEDIA/Y0090239.jpg,1
29260,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:13 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090549.jpg,1
28587,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:06 AM,19+20.06.18_4237688_pos5_kurz/138MEDIA/Y0091037.jpg,1
29239,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:12 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090528.jpg,1
28879,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:09 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090168.jpg,1
29441,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:14 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090730.jpg,1
28769,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:08 AM,19+20.06.18_4237688_pos5_kurz/139MEDIA/Y0090058.jpg,1
28454,19+20.06.18_4237688_pos5_kurz-2018-06-19,06/19/18 10:05 AM,19+20.06.18_4237688_pos5_kurz/138MEDIA/Y0090904.jpg,1
33266,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:09 AM,19.06.18_0870751_pos1_kurz/102MEDIA/Y0030868.jpg,0
31335,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 09:50 AM,19.06.18_0870751_pos1_kurz/100MEDIA/Y0030947.jpg,0
30818,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 09:45 AM,19.06.18_0870751_pos1_kurz/100MEDIA/Y0030430.jpg,0
33604,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:12 AM,19.06.18_0870751_pos1_kurz/103MEDIA/Y0030206.jpg,0
31472,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 09:52 AM,19.06.18_0870751_pos1_kurz/101MEDIA/Y0030074.jpg,0
32525,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:02 AM,19.06.18_0870751_pos1_kurz/102MEDIA/Y0030127.jpg,0
31437,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 09:51 AM,19.06.18_0870751_pos1_kurz/101MEDIA/Y0030039.jpg,0
32607,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:02 AM,19.06.18_0870751_pos1_kurz/102MEDIA/Y0030209.jpg,0
32758,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:04 AM,19.06.18_0870751_pos1_kurz/102MEDIA/Y0030360.jpg,0
31445,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 09:51 AM,19.06.18_0870751_pos1_kurz/101MEDIA/Y0030047.jpg,0
30806,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 09:45 AM,19.06.18_0870751_pos1_kurz/100MEDIA/Y0030418.jpg,0
30525,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 09:42 AM,19.06.18_0870751_pos1_kurz/100MEDIA/Y0030137.jpg,0
30999,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 09:47 AM,19.06.18_0870751_pos1_kurz/100MEDIA/Y0030611.jpg,0
30943,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 09:46 AM,19.06.18_0870751_pos1_kurz/100MEDIA/Y0030555.jpg,0
31289,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 09:50 AM,19.06.18_0870751_pos1_kurz/100MEDIA/Y0030901.jpg,0
31444,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 09:51 AM,19.06.18_0870751_pos1_kurz/101MEDIA/Y0030046.jpg,0
30695,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 09:44 AM,19.06.18_0870751_pos1_kurz/100MEDIA/Y0030307.jpg,0
32406,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:01 AM,19.06.18_0870751_pos1_kurz/102MEDIA/Y0030008.jpg,0
31415,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 09:51 AM,19.06.18_0870751_pos1_kurz/101MEDIA/Y0030017.jpg,0
32237,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 09:59 AM,19.06.18_0870751_pos1_kurz/101MEDIA/Y0030839.jpg,0
31957,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 09:56 AM,19.06.18_0870751_pos1_kurz/101MEDIA/Y0030559.jpg,1
33118,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:07 AM,19.06.18_0870751_pos1_kurz/102MEDIA/Y0030720.jpg,1
32824,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:05 AM,19.06.18_0870751_pos1_kurz/102MEDIA/Y0030426.jpg,1
32703,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:03 AM,19.06.18_0870751_pos1_kurz/102MEDIA/Y0030305.jpg,1
32001,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 09:57 AM,19.06.18_0870751_pos1_kurz/101MEDIA/Y0030603.jpg,1
31534,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 09:52 AM,19.06.18_0870751_pos1_kurz/101MEDIA/Y0030136.jpg,1
32784,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:04 AM,19.06.18_0870751_pos1_kurz/102MEDIA/Y0030386.jpg,1
33015,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:06 AM,19.06.18_0870751_pos1_kurz/102MEDIA/Y0030617.jpg,1
33136,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:08 AM,19.06.18_0870751_pos1_kurz/102MEDIA/Y0030738.jpg,1
33452,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:11 AM,19.06.18_0870751_pos1_kurz/103MEDIA/Y0030054.jpg,1
33032,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:07 AM,19.06.18_0870751_pos1_kurz/102MEDIA/Y0030634.jpg,1
33024,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:06 AM,19.06.18_0870751_pos1_kurz/102MEDIA/Y0030626.jpg,1
31565,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 09:52 AM,19.06.18_0870751_pos1_kurz/101MEDIA/Y0030167.jpg,1
31548,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 09:52 AM,19.06.18_0870751_pos1_kurz/101MEDIA/Y0030150.jpg,1
33072,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:07 AM,19.06.18_0870751_pos1_kurz/102MEDIA/Y0030674.jpg,1
32495,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:01 AM,19.06.18_0870751_pos1_kurz/102MEDIA/Y0030097.jpg,1
32515,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:02 AM,19.06.18_0870751_pos1_kurz/102MEDIA/Y0030117.jpg,1
32555,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:02 AM,19.06.18_0870751_pos1_kurz/102MEDIA/Y0030157.jpg,1
32563,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:02 AM,19.06.18_0870751_pos1_kurz/102MEDIA/Y0030165.jpg,1
33055,19.06.18_0870751_pos1_kurz-2018-06-19,06/19/18 10:07 AM,19.06.18_0870751_pos1_kurz/102MEDIA/Y0030657.jpg,1
35044,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 09:57 AM,19.06.18_3403289_pos2_kurz/101MEDIA/Y0010349.jpg,0
36751,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 10:14 AM,19.06.18_3403289_pos2_kurz/103MEDIA/Y0010056.jpg,0
36450,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 10:11 AM,19.06.18_3403289_pos2_kurz/102MEDIA/Y0010755.jpg,0
36283,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 10:09 AM,19.06.18_3403289_pos2_kurz/102MEDIA/Y0010588.jpg,0
33837,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 09:46 AM,19.06.18_3403289_pos2_kurz/100MEDIA/Y0010149.jpg,0
33777,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 09:45 AM,19.06.18_3403289_pos2_kurz/100MEDIA/Y0010089.jpg,0
35815,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 10:05 AM,19.06.18_3403289_pos2_kurz/102MEDIA/Y0010120.jpg,0
35445,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 10:01 AM,19.06.18_3403289_pos2_kurz/101MEDIA/Y0010750.jpg,0
34440,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 09:51 AM,19.06.18_3403289_pos2_kurz/100MEDIA/Y0010752.jpg,0
33822,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 09:46 AM,19.06.18_3403289_pos2_kurz/100MEDIA/Y0010134.jpg,0
35478,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 10:01 AM,19.06.18_3403289_pos2_kurz/101MEDIA/Y0010783.jpg,0
35050,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 09:57 AM,19.06.18_3403289_pos2_kurz/101MEDIA/Y0010355.jpg,0
35420,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 10:01 AM,19.06.18_3403289_pos2_kurz/101MEDIA/Y0010725.jpg,0
33749,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 09:45 AM,19.06.18_3403289_pos2_kurz/100MEDIA/Y0010061.jpg,0
33856,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 09:46 AM,19.06.18_3403289_pos2_kurz/100MEDIA/Y0010168.jpg,0
36913,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 10:15 AM,19.06.18_3403289_pos2_kurz/103MEDIA/Y0010218.jpg,0
35400,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 10:01 AM,19.06.18_3403289_pos2_kurz/101MEDIA/Y0010705.jpg,0
36171,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 10:08 AM,19.06.18_3403289_pos2_kurz/102MEDIA/Y0010476.jpg,0
34550,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 09:53 AM,19.06.18_3403289_pos2_kurz/100MEDIA/Y0010862.jpg,0
34472,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 09:52 AM,19.06.18_3403289_pos2_kurz/100MEDIA/Y0010784.jpg,0
34351,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 09:51 AM,19.06.18_3403289_pos2_kurz/100MEDIA/Y0010663.jpg,1
36788,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 10:14 AM,19.06.18_3403289_pos2_kurz/103MEDIA/Y0010093.jpg,1
35102,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 09:58 AM,19.06.18_3403289_pos2_kurz/101MEDIA/Y0010407.jpg,1
35519,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 10:02 AM,19.06.18_3403289_pos2_kurz/101MEDIA/Y0010824.jpg,1
35079,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 09:58 AM,19.06.18_3403289_pos2_kurz/101MEDIA/Y0010384.jpg,1
35186,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 09:59 AM,19.06.18_3403289_pos2_kurz/101MEDIA/Y0010491.jpg,1
35719,19.06.18_3403289_pos2_kurz-2018-06-19,06/19/18 10:04 AM,19.06.18_3403289_pos2_kurz/102MEDIA/Y0010024.jpg,1
