status_type,type,link,object_id,parent_id,picture,source,Coding:Level1,Coding:Level2,num_likes,num_comments,num_shares,message
shared_story,video,True,False,False,True,True,Community,Community: Thanks,35.0,3.0,17.0,Thank you for the video... it's beautiful!
mobile_status_update,status,False,False,False,False,False,Community,Community: Thanks,56.0,1.0,2.0,"We had a goal to hit 8000 likes by the end of the year and we achieved it 2 months early!!! Thank you Cheryl Baker Paige for being our 8000th like! I remember thanking you, Vanessa Solorzano not too long ago for being our 7000th! \n8000 strong and counting!! GO RMP FAMILY GO!"
added_photos,photo,True,False,False,True,False,Information,Information,13.0,,40.0,1 of 2 Bonus Categories
shared_story,link,True,False,False,True,False,Information,Information,32.0,3.0,13.0,Starting off the week with great news is always a good sign!!
shared_story,link,True,False,False,True,False,Action,Action: Promo,4.0,,,get your cameras out and start snapping 
,,False,True,False,False,False,Information,Information,0.0,0.0,,It is a shame that so many have died this season. We are investigating their reproductive cycle and the very real possibility of survival of the fittest.
mobile_status_update,status,False,False,False,False,False,Action,Action: Sell,8.0,5.0,5.0,"Get your tickets today! You can buy them for $12 at Sundowner's Beach Bar, Coconut Tree Mini Mart, Mangiamo Deli, San Simon Beach Club and at our Eco Store in West End. Remember there will only 100 plates of delicious lionfish so get your tickets while they last!!!"
,,False,True,False,False,False,Community,Community: Thanks,1.0,0.0,,Thanks Allison! We miss you guys down here! :) ~ Christi
shared_story,photo,True,False,False,True,False,Information,Information,68.0,1.0,,"Photos from this year's Garifuna April 12th Celebration, which marks the arrival of the first Garifuna people to Central America and in particular Punta Gorda.  To see more updates on sustainable tourism and local culture. Click like on Go Blue Central America Geotourism"
shared_story,link,True,False,False,True,False,Community,Community: Thanks,6.0,2.0,3.0,More great videos by great people!! Awesome Job Katie and Michael! \n\nhttp://valueofvolunteering.org/videos/episode-one/
added_photos,photo,True,False,False,True,False,Community,Community: Thanks,40.0,5.0,2.0,"Our candidates for Protect Our Pride, dive program for English speaking Hondurans, are doing great things! Last Friday Edgard Antunez a resident of Mud Hole and a tour guide at Upachaya organized a school presentation and beach cleanup! I think we are on to something here, ladies and gentlemen... Great Job to everyone that helped out! \r\nMore updates to come!"
mobile_status_update,status,False,False,False,False,False,Information,Information,19.0,1.0,2.0,"Update from our diving program where all candidates must complete community service... Great Work Jeremias, Adam and Infinity Divers!!! \n\n""RMP Divemaster candidate, Jeremias Mendoza of Infinity Divers Aqua Center spent his lunch hour yesterday meeting and greeting snorkelers on the beach in West Bay introducing them to RMP rules and was sporting his new RMP T-Shirt and Fish ID Slates.  Pictures to follow.\n\nCheers,\nAdam Baxter, MSDT."""
,,False,True,False,False,False,Community,Community: Reply,0.0,0.0,,Eugene Wu... to kill tourism.... that's why you would kill a queen angel! (most locals will not eat them as their meat is tough!)
,,False,False,False,False,False,Information,Information,0.0,0.0,,We need it in Roatan.
added_photos,photo,True,False,False,True,False,Information,Information,18.0,,21.0,"DO NOT VOTE ON THIS ALBUM! Please note that this is not the album that will be open for LIKES. We will post a new album shortly of the top 20 photos chosen by the RMP staff based on how rare and unusual the find actually is. We will then be asking you, our friends and members, to vote on your favourite of those 20! \nPlease keep your eyes and ears open as LIKING will only be open for ONE WEEK!!!"
,,False,False,False,False,False,Community,Community: Reply,4.0,0.0,,"Clay Fowler I will give you a bit of background. There is an Acuerdo (002-2004 art. 35) that states that no plastics, bottles, bags or packaging shall be introduced into The Bay Islands without the necessary removal efforts in place. As of June of this year we have had the 4 biggest supermarkets ban plastic bags. They are now slowly and surely bringing them back as there are no municipal sanctions in place, even though we have had this Acuerdo since 2004! \nWe, the RMP, want to show the municipality the support this initiative has from the communities. \nSo I ask again... would you sign a petition to save our ecosystems?"
,,False,True,False,False,False,Community,Community: Thanks,1.0,0.0,,Photo by Sandra Haessler is this week's Photo of the week!!! These banded beauties can be found on the February page of our 2014 calendar!
,,False,True,False,False,False,Community,Community: Response,2.0,0.0,,Best Find category?? :)
,,False,False,False,False,False,Community,Community: Reply,0.0,0.0,,"Kirsty, we will ask them to make it up that way!!"
,,False,True,False,False,False,Community,Community: Reply,0.0,0.0,,"Yes, very much so! \nIf you can please inbox us or call Christi 32891213 for more information!"
added_photos,photo,True,False,False,True,False,Information,Information,18.0,7.0,4.0,"This graph indicates in $, through the sale of user fees and memberships, how much each dive shop outside of Sandy Bay, West End and West Bay, generated for the Marine Park in 2013. We would like to say a huge thank you to all our supporters, big and small, and comment that without your support, we would be unable to fulfil even the simplest of our programs"
added_photos,photo,True,False,False,True,False,Community,Community: Thanks,11.0,,,"Sign making Friday! Thank you Diamonds International, Tiani Forbes and Frances Wong for doing a great job! \nBe on the lookout on Roatan's beaches for our new signs :)"
mobile_status_update,status,False,False,False,False,False,Action,Action: Promo,2.0,5.0,,"Due to an overwhelming lack of participation in the Lionfish Derby, we will not longer be holding a cook-off. However, an lionfish tasting will still be held at Coconut Tree Restaurant tonight at 6:30 pm. Vincent Bush will be making a mussels stuffed with lionfish. Supplies are limited so come early (and not that hungry)."
,,False,True,False,False,False,Community,Community: Thanks,1.0,0.0,,Awesome guys!!
,,False,True,False,False,False,Community,Community: Response,0.0,0.0,,It's the camera ;) No one will notice! How do you feel about the Coral Reef Alliance's suggestion?
,,False,True,False,False,False,Community,Community: Thanks,0.0,0.0,,CONGRATULATIONS! IT WAS JUST WON! TUNE IN TOMORROW FOR ANOTHER CHANCE :)
shared_story,link,True,False,False,False,False,Action,Action: Sell,3.0,,,"Buy your 2011 RMP calendar today. We can ship to the US, Canada and even Europe if you don't mind waiting till Januatry. Please email us on info@roatanmarinepark.net for more information"
added_photos,photo,True,False,False,True,False,Information,Information,,,,"Educating the children of Roatan is a tricky and time consuming job, and one that must be approached from a host of angles. From school visits to snorkel trips, glass bottom boat trips to mangrove replantation. We try and teach the kids how to be responsible and reduce their carbon foot print"
shared_story,photo,True,False,False,True,False,Action,Action: Help,87.0,11.0,,This is what is happening throughout the Caribbean.  Please help us by reporting any illegal activities so it does not start happening here!  #roatanforparrotfish #saveourreefs
,,False,True,False,False,False,Action,Action: Promo,0.0,0.0,,"Si Ariel, estoy bajandolas ahorita y ma\xf1ana te confirmo sus submissons :)"
,,False,False,False,False,False,Community,Community: Reply,1.0,0.0,,"Yes, in West End. 2 story blue building across from the big white church in Half Moon Bay"
,,False,True,False,False,False,Community,Community: Thanks,2.0,0.0,,Thank You Antonello Busiello for this crazy photo of the week!!
added_photos,photo,True,False,False,True,False,Action,Action: Promo,3.0,1.0,1.0,Are you a dive professional interested in turtle monitoring?  There are a lot of empty chairs... come on down!
,,False,True,False,False,False,Community,Community: Reply,1.0,0.0,,please email us at info@roatanmarinepark.net/ Thank you for contacting us
added_photos,photo,True,False,False,True,False,Action,Action: Promo,7.0,1.0,5.0,Let's get this show on the road! It's now time to show off all those great photos you have been taking while diving on Roatan! \nDon't miss this great opportunity to have your photos showcased!
,,False,True,False,False,False,Community,Community: Thanks,0.0,0.0,,"Coco View Resort, Roatan, Honduras BananaramaDive Beach Front Resort Bananarama Dive Center Mayan Divers Anemona Divers Roatan Hammerhead Dive Center Anthony's Key Resort Octopus Dive School Tranquil Seas Tranquil Seas Ecolodge Subway Watersports Roatan WEST BAY Divers Seagrape Dive Roatan Native Sons Dive Shop"
mobile_status_update,status,False,False,False,False,False,Action,Action: Help,8.0,4.0,,We are still looking for people to help us out with our Responsible Seafood Secret Shopper... If you head out to eat at any of the RSG restaurants we want to hear about your experience! For more details  please call Christi @ 3289 1213!!
,,False,True,False,False,False,Community,Community: Reply,1.0,0.0,,I can't seem to find it.. would you please forward it to christi.etches@roatanmarinepark.net and just for good measure christianne.etches@gmail.com too
,,False,True,False,False,False,Information,Information,0.0,0.0,,"En el caso de esta foto encontramos en esta foto 8 peces ilegales, como lo son los Loros y el pez \xe1ngel, las langostas si es de consumo personal esta bien siempre y cuando sean de talla legal y no grandes cantidades."
,,False,True,False,False,False,Community,Community: Response,0.0,0.0,,http://www.roatanmarinepark.com/about/our-location/\n
,,False,True,False,False,False,Community,Community: Response,0.0,0.0,,In West End we will be observing BICCU and Earth Day on Friday the 25th!!! We will have 2 different groups and are looking for a second coordinator to help with logistics. Anyone interested?
shared_story,link,True,False,False,True,False,Community,Community: Response,1.0,,,Support Earth Hour by using free school action kit (presentations and slideshows) found at!\nhttp://earthhour.wwf.sg/2014/schools/\nand create and register an event in your town with a starter kit by clicking the link:  http://www.earthhour.org/earth-hour-starter-kit 
,,False,False,False,False,False,Information,Information,0.0,0.0,,"Just a clarification, this trash is washing up from the open ocean! We know we have an issue on island and educational efforts are being made. The trash we are talking about now is not a product of our irresponsibility but, of someone elses."
,,False,True,False,False,False,Information,Information,0.0,0.0,,"Update on requirements! \nThe photos must be 8.5 by 11 inches when submitted. \nWe prefer that they do not have watermarks or logos. \nEach file name must include photographer name, category, title, and dive site taken. \nEach file must be submitted in JPEG.\n\n If the files are not submitted according to our guidelines, they will not be accepted. \n\n And to prevent confusion, the category ""Reef life and Behaviour"" is any fish or Marine inhabitant BEHAVIOUR (feeding, mating, laying eggs, territorial displays, etc) that is not specific to the reef but the the entire underwater world."
shared_story,link,True,False,False,True,False,Community,Community: Response,3.0,,5.0,"It may have been awhile since you have seen it, or maybe it's the first time...but check out the Roatan Marine Park video on the Roatan Travel Network \nhttp://roatantravelnetwork.com/roatan-marine-park/"
added_photos,photo,True,False,False,True,False,Information,Information,84.0,21.0,6.0,"On Wednesday 13 of April our ranger in stopped a heaving sea cucumber poaching on Gibson bite and in Sandy Bay where 14 fishers had big bags full of live sea cucumber ready to take it out of the water. The organisms where set free, equipment impounded and there is and investigation on going. Any commercial fisheries on the Island is illegal. And this products go to the Asian market."
,,False,False,False,False,False,Community,Community: Reply,0.0,0.0,,"As posted above... lack of interest was not the correct term, it has been more like lack of participation! Monty Graham The staff members are constantly picking up trash. On our walks home, on our snorkel trips, with schools, with our volunteers... also we have 2 Instructors on our staff as well and a divemaster and being as such we clean up underwater on our dives as well! \n\nWe applaud you and your diveshop for cleaning as you teach and dive; but the truth of the matter is that not everyone does. \n\nThe reason this post semana santa cleanup came about is b/c people were complaining about the trash left behind in the whirlwind of unknowing tourists. The RMP is swamped but, if we have concerned community members we will try our best to accommodate them however, we ask that they (the complainers) also help out and be a part of the solution and not the problem. The cleanup has not been cancelled, but re-scheduled til Friday the 5th, 8-10\n\n That was the reason behind this post. \nThank you for your support"
,,False,True,False,False,False,Community,Community: Response,0.0,0.0,,Contact Christi 3289 1213 for local distribution! We will deliver them to your business :)
,,False,True,False,False,False,Information,Information,0.0,0.0,,Goggle-eyes scattered on the beach!
added_photos,photo,True,False,False,True,False,Action,Action: Promo,,,,"Check back regularly to see the submissions for this year's photo competition.  Winners will be announced in August and featured in the 2010 RMP Calendar, which will be available in late Sept. \n\nNames of the submitters will not be shown prior to judging so as to not bias the results."
added_video,video,True,False,False,True,True,Information,Information,11.0,1.0,1.0,"Weather Report... It's raining! \n\nYou might be able to make out the comment that Anthony made at the end... ""imagine that was snow?""\n\n Eh, I would rather not Anthony! Would rather not!"
,,False,True,False,False,False,Action,Action: Promo,0.0,0.0,,Also please remember that we need HD quality photos!
,,False,True,False,False,False,Community,Community: Reply,0.0,0.0,,"Chris, If you would like to help talk about Tourism in the Supermarket workshops that would be great!"
,,False,True,False,False,False,Information,Information,0.0,0.0,,"Unfortunately they (all divemasters/instructors) have been asked not to feed wild animals as it states very clearly in our rules and regulations of the National Marine Park that it is prohibited. \nSome have stopped, others continue. \nThey need to take pride in the reef and understand the damage that they are causing to be able to change the mentality of what they have been doing for decades."
mobile_status_update,status,False,False,False,False,False,Action,Action: Help,,4.0,,"is looking for places to stock the 2010 RMP calendar, we are offering them on concession for businesses who think their customers would want them for Christmas presents, suggestions welcome"
added_photos,photo,True,False,False,True,False,Information,Information,213.0,29.0,32.0,"Mark Havey Award of Conservation Excellence\nThis award is granted to one influential community member every 4 years.  \nThe recipient is chosen by the Roatan Marine Park Board of Directors and Staff Members based on their contributions to conservation within Roatan and the Bay Islands.  The recipient will be well respected in their field by their peers as well as looked on as a role model within not only their community but within the conservation community and family. \n\nAfter much thought we have unanimously decided that the first ever recipient of the Mark Havey Award of Conservation Excellence will be Mr. Sherman Arch of French Cay. \n\nMr. Sherman began his conservation efforts when he opened his house and property to the preserve the Green Iguana population. Then he expanded his area of conservation to include rescued monkeys, parrots and raccoons and eventually onto the marine area mainly by purchasing sea turtles and keeping them until they could be released safely back onto the reef.  \n\nCurrently he along with family and 10 or so other community members of French Cay have dedicated their lives to protect the bay surrounding Big and Little French Cay. \n\nThank you Mr. Sherman for everything you have done and will do to make Roatan a better place!"
,,False,True,False,False,False,Community,Community: Reply,1.0,0.0,,Adam Hensley oh but you can! :) We can ship one to you and you can pay via paypal!
,,False,True,False,False,False,Community,Community: Reply,0.0,0.0,,Joseph Stone We will be cleaning this Sunday!! Will you be around to lend a hand??
,,False,True,False,False,False,Community,Community: Reply,0.0,0.0,,"Excelente. Aqui te esperamos. Ademas de lo descrito en la convocatoria, hay posibilidades de trabajar en un proyecto de investigaci\xf3n de tiburones."
,,False,True,False,False,False,Community,Community: Response,0.0,0.0,,The winners are in?  Who do you think they are?
added_photos,photo,True,False,False,True,False,Community,Community: Thanks,66.0,12.0,6.0,"We would like to thank Dennis and Martha Clements for continuing their support by purchasing a further dive mooring, Mickey's Place. Having already names Dennis's Drop off and MAC's wall, they decided to name the latest site after their favorite dive master, Mickey Charteris. Located on the wall near Bikini Bottom, the mooring is sitting in 45ft close to a deep sand patch."
mobile_status_update,status,False,False,False,False,False,Action,Action: Promo,,,,"wishes to remind people the photo competition is ending soon. 5 pics maximum per entrant and they must be from Roatan, HAPPY SNAPPING"
,,False,True,False,False,False,Community,Community: Reply,2.0,0.0,,we will mail them... how bad do you want one? :)
,,False,True,False,False,False,Community,Community: Reply,1.0,0.0,,"We apologize. He did not sign the sign in sheet.\n\n We were also hoping a manager or owner would participate as requested.\n\nIf you would like a copy of the materials that were distributed at the meeting please pick them up at the office to share the information with your instructors. \n\nAlso, we would like to add that this meeting was paid in full by our international funder KFW. We thank Roatan Oasis for being accommodating with our requests."
,,False,True,False,False,False,Community,Community: Response,0.0,0.0,,http://www.deviantart.com/print/26661646/?itemids=185 This is where we found it... Merry Christmas!!
mobile_status_update,status,False,False,False,False,False,Action,Action: Promo,48.0,5.0,,will be releasing two juvenile hawksbills turtles at 2pm this afternoon in Half Moon Bay
added_photos,photo,True,False,False,True,False,Information,Information,261.0,35.0,26.0,"While patrolling near Lawson Rock, our Park Ranger spotted a soda bottle floating in the water that wasn't moving in the wind. Looking suspicious, he pulled the bottle and line in and to his amazement found 2 full sacks of adult conch. The 29 conch have obviously been collected earlier and the culprits were waiting for dark to bring them out. Fortunately they were discovered before being ""popped"" and brought to West End where they were released"
mobile_status_update,status,False,False,False,False,False,Community,Community: Thanks,12.0,4.0,,Thank you for all of the photographers that took time out of their precious days to send us your great photos!\n\nWe will open up voting for our BEST FIND category on Friday! Voting will be open for one week and your votes will determine the winners of that category!
,,False,True,False,False,False,Information,Information,0.0,0.0,,En punta Gorda!
shared_story,link,True,False,False,True,False,Action,Action: Promo,6.0,1.0,,Click on the link and find out how you could have the chance of winning a week of diving at Anthony's Key Resort
,,False,True,False,False,False,Community,Community: Reply,1.0,0.0,,"Bryan this was at Cara a Cara, the shark dive site."
,,False,True,False,False,False,Information,Information,0.0,0.0,,"There are several related to tourism, fishing Lion Fish, Lobster Shades, Sustainable Iguana Farming, Bees the only problem is that some fishers don't want to change even if you give them new and better ways to make money even if its still fishing. Other NGO helping communities with alternatives BICA and CEM"
shared_story,video,True,False,False,True,True,Action,Action: Help,2.0,,4.0,Need someone to help with a song like this about Climate Change in Honduras... Can you help? \nNecesitamos su ayuda para elaborar una cancion asi sobre el Cambio Climatico en Honduras. \nhttps://www.youtube.com/watch?v=QYYT0U9kyco
added_photos,photo,True,False,False,True,False,Community,Community: Thanks,68.0,6.0,8.0,"We would like to thank our most recent member, Asa Davis, owner of Vista Verde in Milton Bight. He purchased a mooring  named Casa Vista Verde which is installed near the shallow reef on the inside by Milton Bight. The site is perfect for divers who want to explore the channel or for snorkelers who prefer shallower waters"
,,False,True,False,False,False,Information,Information,1.0,0.0,,We will be posting photos and prices of the final products in the next few days and can reserve as long as pick up is timely! :)
,,False,True,False,False,False,Information,Information,0.0,0.0,,"Please see above for the poster of the Best Choices, Choices with Caution and Avoid Eating options!"
shared_story,link,True,False,False,True,False,Community,Community: Response,4.0,6.0,1.0,Beaches of Omoa are covered in plastic! Are we ready for it to come our way?
mobile_status_update,status,False,False,False,False,False,Community,Community: Response,,,,"Interested in our whale shark population? Read this exert by Rachel T. Graham from the Gulf and Caribbean Research Vol 19(2), 149\u2013159, 2007 \n\nhttp://aquaticcommons.org/14033/1/Graham_GCFI_Pelagics.pdf"
,,False,False,False,False,False,Community,Community: Reply,0.0,0.0,,"Sorry Beca, Im confused. The Marine Park office is in West End. Does that answer your question?"
mobile_status_update,status,False,False,False,False,False,Action,Action: Sell,,,,"FINALLY HAS THE 2010 CALENDAR IN STOCK AFTER WAITING ALMOST 2 MONTHS FOR DELIVERY, THEY ARE ONLY $15 SO IF YOU WISH TO PLACE AN ORDER, CONTACT US AT info@roatanmarinepark.net"
added_photos,photo,True,False,False,True,False,Community,Community: Thanks,30.0,3.0,10.0,Thanks to everyone that participated in the cup slogan contest all those months go. \n\nThey have arrived; we have paper cups!\nLps 650/box of 1000 or Lps 65/hundred\nFREE DELIVERY! \n\nDo your part to help Protect Roatan's reef. \n NO MORE PLASTIC in the sea!!!
,,False,True,False,False,False,Action,Action: Promo,0.0,0.0,,NEW EXTENDED DEADLINE!!!! JULY 15TH!!!
shared_story,link,True,False,False,True,False,Information,Information,11.0,2.0,,The new spears should be in on Monday so start preparing for next weekends Derby.
,,False,True,False,False,False,Community,Community: Reply,0.0,0.0,,That's horrible... did you contact the UMA?
mobile_status_update,status,False,False,False,False,False,Action,Action: Help,1.0,2.0,,We are currently looking for an apartment for a volunteer. Anyone out there have a vacancy?
,,False,True,False,False,False,Information,Information,0.0,0.0,,Final count on LIKES= 8
,,False,False,False,False,False,Community,Community: Reply,0.0,0.0,,"Eric George On our website it is recommended that restaurants shouldn't stockpile, but if you look at the date of those recommendations you will see that it is from 2009! However, in our March 15th conversation on this matter we explained to you that it is now a recommendation that members of the The Bay Islands Responsible Seafood Guide do! We work very closely with DIGEPESCA (the fisheries department) and know not only where our members are getting their seafood but where their SUPPLIERS get theirs! We offer this responsible information in order for them to make responsible and more economic decisions. \nThings have evolved significantly since 2009 in the ways of conservation. As off 2010 we have had this seafood guide which is not the Seafood WATCH that was mentioned all those years ago."
mobile_status_update,status,False,False,False,False,False,Action,Action: Promo,9.0,5.0,3.0,Tomorrow we are having a beach cleanup! 8-10 \nMeet at the Marine Park @ 8AM!
,,False,False,False,False,False,Community,Community: Reply,0.0,0.0,,Maureen Connors we will meet at the Marine Park @ 8 and walk down together to the beach! :)
,,False,True,False,False,False,Action,Action: Sell,0.0,0.0,,We still have canvas ones for sale for 40lps or free with a $20 purchase!
shared_story,link,True,False,False,True,False,Information,Information,10.0,,1.0,Story on shark finning
,,False,False,False,False,False,Community,Community: Thanks,1.0,0.0,,Thank you Ron Caswell for the photo! You and Rino are famous!!! Well at least in Honduras! :)
mobile_status_update,status,False,False,False,False,False,Community,Community: Response,2.0,26.0,,What is your favourite caribbean reef fish?
shared_story,link,True,False,False,True,False,Community,Community: Response,16.0,2.0,2.0,http://www.wdsu.com/news/local-news/new-orleans/report-missing-group-in-honduras-including-la-teen-found-rescue-effort-under-way/-/9853400/20823298/-/2wjdj5z/-/index.html
shared_story,link,True,False,False,True,False,Information,Information,12.0,,,The August newsletter is now available at\nhttp://www.roatanmarinepark.com/newsletters/2010/08-August.pdf
added_photos,photo,True,False,False,True,False,Community,Community: Response,3.0,1.0,,We have 2 recycling receptacles available for anyone who wants one. Just drop by the office if your business wishes to promote recycling and grab one
,,False,True,False,False,False,Action,Action: Join,0.0,0.0,,http://www.roatanmarinepark.com/become-a-member/members/
,,False,True,True,False,False,Community,Community: Reply,0.0,0.0,,"Hi Deanne Wright, it would be great to get a helping hand on a brochure. Please email us at info@roatanmarinepark.net and we can speak in more detail. Thank you!"
added_photos,photo,True,False,False,True,False,Information,Information,34.0,3.0,4.0,"The graph indicates funds generated from the sale of the ""user fee"" and membership payments by dive shops and businesses within the SBWEMR for 2014. It does not include user fees on consignment, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conservation message, we would be unable to continue protecting Roatan's reefs. It was a great 2014 and we hope that we can increase support in 2015"
added_photos,photo,True,False,False,True,False,Community,Community: Thanks,220.0,11.0,23.0,"A big thank you to everyone involved in last night\u2019s search and rescue. We are delighted that on this occasion the missing boy was found alive and well. This is a perfect time to remind all tour operators, boat owners and all local businesses about safety in the marine park and why life jackets are so important. Please make sure you advise all of your customers to wear them. Anyone renting equipment should also be inquisitive about what route their customers intend to travel to. In the unfortunate event of another missing person this can save valuable time in co ordinating the search and rescue."
shared_story,link,True,False,False,True,False,Community,Community: Response,4.0,2.0,8.0,How has the world changed in your lifetime? Find out here http://www.bbc.com/earth/story/20141016-your-life-on-earth
added_photos,photo,True,False,False,True,False,Community,Community: Thanks,115.0,3.0,20.0,Happy Earth Day to all our fellow tree huggers and ocean divers!!
added_photos,photo,True,False,False,True,False,Information,Information,,,1.0,"We are pleased to inform you that Eldon\u2019s Supermarket along with the Roatan Marine Park (RMP) have developed a fundraising strategy where customers will be given the opportunity to donate spare change at checkout to the Conservation NGO.\nThe RMP is the local NGO that protects and conserves Roatan\u2019s coral reefs through programs such as; Patrols, Environmental Education, Community Development, Marine Infrastructure, Communications, Lionfish Control among others.\nFor more information on all our programs please visit www.roatanmarinepark.com \nIf you are interested in the success of this fundraising strategy and our monthly accomplishments please visit and LIKE the Facebook pages of Eldon\u2019s Supermarkets and Roatan Marine Park.\n\nEl Supermercado Eldon\u2019s se enorgullece de comunicar que a partir de Marzo se dio inicio a una estrategia de recaudaci\xf3n de fondos, donde el cliente tendr\xe1 la opci\xf3n de donar su cambio al final de cada compra al  Roatan Marine Park (RMP).\nEl RMP es ONG que se encarga de la protecci\xf3n y conservaci\xf3n de los arrecifes de coral en Roatan mediante distintos programas entre ellos: Programa de Patrullaje, Educaci\xf3n Ambiental, Desarrollo Comunitario, Infraestructura Marina, Comunicaci\xf3n, Control de Pez Le\xf3n entre otros.\nPara mayor informaci\xf3n sobre todo nuestro programas de conservaci\xf3n por favor visitar www.roatanmarinepark.com\nPara seguimiento de la estrategia, montos recaudados y sus respectivos logros mensuales por favor visitar y dar un LIKE a las p\xe1ginas de Facebook de Eldon\u2019s Supermarket y Roatan Marine Park."
mobile_status_update,status,False,False,False,False,False,Information,Information,1.0,1.0,,Turtle monitoring workshop rescheduled to this evening 4:30-7 Polo's water board office behind Mares.  \nBeverages provided
mobile_status_update,status,False,False,False,False,False,Information,Information,32.0,6.0,13.0,"We have just gotten word that a well know seafood distributor on the West Side of the island is passing off shark as ""fish fillet"". \n\nPlease make sure you know what you are buying! You might be putting yourself and your customers health in danger not to mention aiding in the breaking of the shark protection laws! \n\nBe careful and know what you're eating!!"
,,False,True,False,False,False,Information,Information,0.0,0.0,,"To hunt lionfish you must first become licensed and the RMP holds workshops costing $50. Snorkelers and divers will receive training, the spear and a 2 year license. This price would include the choice of spear, however the 6 prong detachable head will add to the final price"
,,False,True,False,False,False,Community,Community: Reply,0.0,0.0,,"they have dolphins, some which have been there for 20 years, and they are in no way related to the poor dolphins in Taiji, Japan. The dolphins were caught in the mainland of Honduras. They are well looked after and have particpated in research projects that have helped scientists to better understand the inteligence levels of dolphins. For more information please contact the Roatan Institue of Marine Science"
shared_story,link,True,False,False,True,False,Action,Action: Promo,5.0,4.0,,Only 2 weeks untill the 2010 photo competition draws to a close. View the attachment and get your photos in to have the opportunity of having your photo in a calendar\nhttp://www.roatanmarinepark.com/news/2010-rmp-photo-contest/
added_photos,photo,True,False,False,True,False,Information,Information,45.0,,5.0,"Executive Director Carlos R Giacomo S Palavicini has been busy at a workshop on strategies of climate change, securing funding for  a great project providing solutions for our island. More information coming soon. Though he's sad he wasn't at the 10th Birthday we think that\u2019s a pretty awesome and important place to have been instead!"
,,False,True,False,False,False,Community,Community: Reply,1.0,0.0,,Anyone can come! :)
added_photos,photo,True,False,False,True,False,Community,Community: Thanks,75.0,2.0,3.0,"We had a great day yesterday delivering the Marine Park Presentation to the future Airforce, Army and Navy Commanders. RMP Executive Director, Giacomo Palavicini was also presented with an award of appreciation for all of his great work. We are so grateful to the commanders for their support."
,,False,True,False,False,False,Community,Community: Reply,0.0,0.0,,unfortunate indeed... the park rangers were probably watching the people to make sure they weren't poaching. If it happens again please call the municipality at 2445-1299 the department of sanitation is 2445-0407... Dumping trash can result in a 500lps fine... but only the municipality can enforce it!
,,False,True,False,False,False,Community,Community: Thanks,1.0,0.0,,Photo taken by our own Director Giacomo Palavicini
,,False,True,False,False,False,Community,Community: Thanks,0.0,0.0,,Photo of the Week! 2013's Bay Islands Coastal Cleanup is just around the corner... Dont miss this chance to make a difference!
mobile_status_update,status,False,False,False,False,False,Action,Action: Donate,9.0,4.0,6.0,We need your t-shirts! \nAny old shirts that you have laying around we would like to turn them into reusable shopping bags with community groups! \nPlease contact Christi 32891213 for pick up or drop them off at the Marine Park!
added_photos,photo,True,False,False,True,False,Information,Information,15.0,3.0,40.0,1 of 2 Bonus Categories
,,False,True,False,False,False,Information,Information,0.0,0.0,,"The sale of the ""user fee"" is supposed to be promoted by the dive shops to help finance the RMP's programs such as marine infrastructure, patrolling, education, raising environmental awareness etc. Several dive shops mention little or nothing about the RMP other than telling their guests ""not to touch the reef"" which is what PADI tells them to do. It isn't even the business's money but their divers so it astounds ""us"" that people will happily accept all the work the RMP does and not contribute"
,,False,True,False,False,False,Community,Community: Thanks,0.0,0.0,,Thanks to all of you for your help and wonderful job at the conservation center!!
mobile_status_update,status,False,False,False,False,False,Information,Information,61.0,6.0,1.0,Last week we spend 3 days patrolling the area of Camp Bay and Paya Bay due to reports of fishermen capturing turtles.\n\nAlso our park rangers took 3 gill nets away from the Sandy Bay area.
mobile_status_update,status,False,False,False,False,False,Community,Community: Thanks,8.0,3.0,,"would like to thank all those that supported, sponsored, assisted and attended the RMP fundraiser. Thank you so much for helping us raise almost $6,000 towards our new patrol boat. Photo results coming very soon"
,,False,True,False,False,False,Community,Community: Reply,5.0,0.0,,Sorry...if we had known when you were coming we would have put in the request! \nMaybe your next trip should be a week longer ;)
,,False,False,False,False,False,Community,Community: Thanks,1.0,0.0,,Thank You
added_photos,photo,True,False,False,True,False,Community,Community: Thanks,92.0,4.0,1.0,"Our brother and former Park Ranger is now serving our country as a proud member of the Honduran Navy! \nGreat job Humberto, we are very proud of you!"
,,False,True,False,False,False,Community,Community: Reply,2.0,0.0,,"Wow, pessimists on top of pessimists... \nThis post was to serve as motivation for more innovation! To not wait for more plastic but to create alternatives! We will never be free of soda, we will never be free of plastic... those are the some problems now what are the (realistic) solutions!"
,,False,True,False,False,False,Information,Information,0.0,0.0,,"Samples have been sent to the labs and we are waiting on the results but, that may take several weeks!"
,,False,True,False,False,False,Action,Action: Promo,1.0,0.0,,Coming up next week! Don't miss out!
,,False,True,True,False,False,Community,Community: Reply,0.0,0.0,,"Hi Sarah, the auction ends tomorrow evening and if your bid wins you can pay via paypal to info@roatanmarinepark.net"
,,False,True,False,False,False,Community,Community: Reply,0.0,0.0,,Hola Riley! Te recomiendo visitar este website: http://www.wwfca.org/nuestro_trabajo/mares_costas/pesquerias/ Encontrar\xe1s la informaci\xf3n que buscas. Si deseas te puedo facilitar el email del Oficial de Pesquer\xedas para WWF en Honduras. Saludos! Grazzia
